change_id,table,key,action,reasoning,Model,field,value,D,Reasoning D,I,Reasoning I
3762,evidence,1870,mod,"The current Wikipedia election-page source is indirect and can be replaced with a direct official source. I found no meaningful AI-related record for Christopher Schmidt after searching his campaign site and broader web results, so the verdict remains no_record. His FEC page shows he is still an active independent candidate for NY-21, so status remains unchanged.",Codex,URL,https://www.fec.gov/data/candidate/H6NY21231/,,,,
3763,evidence,1863,del,"The current House homepage does not support the existing negative description, and stronger direct official AI-adjacent evidence is being added in this batch.",Codex,,,,,,
3764,evidence,,add,Direct official press release documenting Mannion's semiconductor export-control position tied to China competition and advanced chips.,Codex,Candidate_Key,New York|House NY-22|John Mannion,,,,
3764,evidence,,add,Direct official press release documenting Mannion's semiconductor export-control position tied to China competition and advanced chips.,Codex,Source_Description,Introduced MATCH Act for chip export controls against China (House Rep Website),,,,
3764,evidence,,add,Direct official press release documenting Mannion's semiconductor export-control position tied to China competition and advanced chips.,Codex,URL,https://mannion.house.gov/media/press-releases/representative-john-w-mannion-ny-22-announces-bipartisan-match-act-protect-us,,,,
3765,evidence,,add,Direct official press release documenting Mannion's support for domestic semiconductor manufacturing incentives.,Codex,Candidate_Key,New York|House NY-22|John Mannion,,,,
3765,evidence,,add,Direct official press release documenting Mannion's support for domestic semiconductor manufacturing incentives.,Codex,Source_Description,Cosponsored BASIC Act to expand semiconductor manufacturing tax credits (House Rep Website),,,,
3765,evidence,,add,Direct official press release documenting Mannion's support for domestic semiconductor manufacturing incentives.,Codex,URL,https://mannion.house.gov/media/press-releases/representative-john-w-mannion-ny-22-cosponsors-bipartisan-building-advanced,,,,
3766,evidence,,add,Direct official press release documenting Mannion's China-focused semiconductor supply-chain position.,Codex,Candidate_Key,New York|House NY-22|John Mannion,,,,
3766,evidence,,add,Direct official press release documenting Mannion's China-focused semiconductor supply-chain position.,Codex,Source_Description,Led bipartisan push to reduce China dependence in gallium supply chain (House Rep Website),,,,
3766,evidence,,add,Direct official press release documenting Mannion's China-focused semiconductor supply-chain position.,Codex,URL,https://mannion.house.gov/media/press-releases/representatives-john-w-mannion-ny-22-and-elise-stefanik-ny-21-lead-bipartisan,,,,
3767,candidates,New York|House NY-22|John Mannion,mod,"Multiple direct official sources show a meaningful AI-adjacent semiconductor and China-competition record, so `no_record` is no longer accurate, but the record is not clearly pro-safety or anti-safety.",Codex,Verdict,nuanced,,,,
3768,evidence,1864,del,Current row is an indirect Wikipedia election page and not a direct source; it should be replaced with a direct candidate source.,Codex,,,,,,
3769,evidence,,add,"Add a direct official government source verifying David Hollenbeck's active NY-22 House candidacy. I did not find meaningful direct AI-policy evidence, so verdict and status should remain unchanged.",Codex,Candidate_Key,New York|House NY-22|David Hollenbeck,,,,
3769,evidence,,add,"Add a direct official government source verifying David Hollenbeck's active NY-22 House candidacy. I did not find meaningful direct AI-policy evidence, so verdict and status should remain unchanged.",Codex,Source_Description,House candidate overview for New York's 22nd District (FEC),,,,
3769,evidence,,add,"Add a direct official government source verifying David Hollenbeck's active NY-22 House candidacy. I did not find meaningful direct AI-policy evidence, so verdict and status should remain unchanged.",Codex,URL,https://www.fec.gov/data/candidate/H6NY22205/,,,,
3770,evidence,1859,del,The current Wikipedia row is misleading for this candidate. The 2026 New York House elections page does not provide direct AI-related evidence about James King and now centers NY-23 around incumbent Nick Langworthy rather than King.,Codex,,,,,,
3771,evidence,,add,"Replace the misleading Wikipedia row with a direct campaign press release that verifies James King was actively running in NY-23 in March 2026. I found no meaningful AI-related record in campaign, interview, or other direct-source searches, so Verdict remains no_record and Status should not change.",Codex,Candidate_Key,New York|House NY-23|James King,,,,
3771,evidence,,add,"Replace the misleading Wikipedia row with a direct campaign press release that verifies James King was actively running in NY-23 in March 2026. I found no meaningful AI-related record in campaign, interview, or other direct-source searches, so Verdict remains no_record and Status should not change.",Codex,Source_Description,NY-23 town hall press release from Jim King campaign (Campaign Press Release),,,,
3771,evidence,,add,"Replace the misleading Wikipedia row with a direct campaign press release that verifies James King was actively running in NY-23 in March 2026. I found no meaningful AI-related record in campaign, interview, or other direct-source searches, so Verdict remains no_record and Status should not change.",Codex,URL,https://www.24-7pressrelease.com/press-release/532665/congressional-candidates-call-for-bipartisanship-and-accountability-at-ellicottville-town-hall,,,,
3772,evidence,1860,mod,The current Wikipedia election page is a generic indirect source. A direct FEC candidate overview better verifies Aaron Gies's candidacy and active status.,Codex,Source_Description,FEC candidate overview for NY-23 Democrat (FEC),,,,
3772,evidence,1860,mod,The current Wikipedia election page is a generic indirect source. A direct FEC candidate overview better verifies Aaron Gies's candidacy and active status.,Codex,URL,https://www.fec.gov/data/candidate/H6NY23559/,,,,
3773,evidence,,add,Gies's campaign issues page includes a direct AI policy statement supporting regulation so AI serves the public rather than concentrating wealth.,Codex,Candidate_Key,New York|House NY-23|Aaron Gies,,,,
3773,evidence,,add,Gies's campaign issues page includes a direct AI policy statement supporting regulation so AI serves the public rather than concentrating wealth.,Codex,Source_Description,Supports smart AI regulation so AI serves the common good (Campaign Website),,,,
3773,evidence,,add,Gies's campaign issues page includes a direct AI policy statement supporting regulation so AI serves the public rather than concentrating wealth.,Codex,URL,https://aaronforny23.com/issues,,,,
3774,evidence,,add,The same campaign issues page includes a specific AI-related privacy position opposing a government identity database linked to Palantir and backing digital likeness protections.,Codex,Candidate_Key,New York|House NY-23|Aaron Gies,,,,
3774,evidence,,add,The same campaign issues page includes a specific AI-related privacy position opposing a government identity database linked to Palantir and backing digital likeness protections.,Codex,Source_Description,Opposes Palantir-linked identity database; backs digital likeness protections (Campaign Website),,,,
3774,evidence,,add,The same campaign issues page includes a specific AI-related privacy position opposing a government identity database linked to Palantir and backing digital likeness protections.,Codex,URL,https://aaronforny23.com/issues,,,,
3775,candidates,New York|House NY-23|Aaron Gies,mod,"After replacing the generic identity source and adding two direct campaign AI-policy statements, Gies no longer fits `no_record`. The record is still limited and campaign-based rather than an established governing record, so `nuanced` fits better than `nice`.",Codex,Verdict,nuanced,,,,
3776,evidence,1861,mod,"The current evidence is a generic Wikipedia election page. A direct campaign source is available and better verifies the candidate’s identity and active candidacy, while no direct AI-related record was found to support a verdict change.",Codex,Source_Description,Kevin Stocker for Congress campaign homepage (Campaign Website),,,,
3776,evidence,1861,mod,"The current evidence is a generic Wikipedia election page. A direct campaign source is available and better verifies the candidate’s identity and active candidacy, while no direct AI-related record was found to support a verdict change.",Codex,URL,https://stockerforcongress.com/,,,,
3777,evidence,1862,mod,"Current evidence is a generic Wikipedia election page. A direct FEC candidate profile is a stronger source for verifying Collins's candidacy and committee, and no direct AI-related record was found to justify a verdict change.",Codex,Source_Description,Filed for NY-23 House race; principal committee listed (FEC),,,,
3777,evidence,1862,mod,"Current evidence is a generic Wikipedia election page. A direct FEC candidate profile is a stronger source for verifying Collins's candidacy and committee, and no direct AI-related record was found to justify a verdict change.",Codex,URL,https://www.fec.gov/data/candidate/H6NY23542/?tab=about-candidate,,,,
3778,evidence,1853,mod,"The current Wikipedia election page is a weak indirect source. Replacing it with the FEC candidate overview provides a direct official source verifying Ellman's candidacy; no meaningful AI-specific direct evidence was found, so Verdict and Status should remain unchanged.",Codex,Source_Description,2026 NY-24 Democratic House candidate filing (FEC),,,,
3778,evidence,1853,mod,"The current Wikipedia election page is a weak indirect source. Replacing it with the FEC candidate overview provides a direct official source verifying Ellman's candidacy; no meaningful AI-specific direct evidence was found, so Verdict and Status should remain unchanged.",Codex,URL,https://www.fec.gov/data/candidate/H6NY24219/,,,,
3779,evidence,1854,mod,"The current Wikipedia election-page link is an indirect source and does not add AI-specific information. Diana Kastenbaum's campaign biography is a more direct, candidate-specific source and confirms her candidacy, but I found no meaningful AI-policy record to justify a verdict change.",Codex,Source_Description,Candidate biography and congressional campaign page (Campaign Website),,,,
3779,evidence,1854,mod,"The current Wikipedia election-page link is an indirect source and does not add AI-specific information. Diana Kastenbaum's campaign biography is a more direct, candidate-specific source and confirms her candidacy, but I found no meaningful AI-policy record to justify a verdict change.",Codex,URL,https://dianaforny24.com/about/,,,,
3780,evidence,1855,mod,"The current Wikipedia election-page row is a weak, indirect source. I found no meaningful AI-related record for Ken Estes, so the evidence should instead point to a direct candidate-specific source that verifies identity and general platform without making unsupported AI claims.",Codex,Source_Description,House campaign website and policy priorities (Campaign Website),,,,
3780,evidence,1855,mod,"The current Wikipedia election-page row is a weak, indirect source. I found no meaningful AI-related record for Ken Estes, so the evidence should instead point to a direct candidate-specific source that verifies identity and general platform without making unsupported AI claims.",Codex,URL,https://www.kenfornys24.org/,,,,
3781,evidence,1856,del,"Current row is a general Wikipedia election page. It only supports that Tony Macula filed paperwork, and a more direct official FEC source exists for that claim.",Codex,,,,,,
3782,evidence,,add,"Replace the weak Wikipedia election-page source with the direct official FEC statement-of-candidacy filing. Web searches did not find meaningful AI-related statements, votes, interviews, or policy records for this candidate, so verdict and status do not change.",Codex,Candidate_Key,New York|House NY-24|Tony Macula,,,,
3782,evidence,,add,"Replace the weak Wikipedia election-page source with the direct official FEC statement-of-candidacy filing. Web searches did not find meaningful AI-related statements, votes, interviews, or policy records for this candidate, so verdict and status do not change.",Codex,Source_Description,Filed FEC statement of candidacy for NY-24 (FEC),,,,
3782,evidence,,add,"Replace the weak Wikipedia election-page source with the direct official FEC statement-of-candidacy filing. Web searches did not find meaningful AI-related statements, votes, interviews, or policy records for this candidate, so verdict and status do not change.",Codex,URL,https://docquery.fec.gov/cgi-bin/forms/H6NY24268/1950581,,,,
3783,evidence,1857,mod,"The current Wikipedia election page is an indirect source. The FEC candidate overview is a direct official source that confirms Todd Sloan is an active independent candidate in NY-24. Web searches did not find meaningful direct evidence of an AI-related record, so verdict and status should remain unchanged.",Codex,Source_Description,Filed FEC statement of candidacy for NY-24 independent run (FEC),,,,
3783,evidence,1857,mod,"The current Wikipedia election page is an indirect source. The FEC candidate overview is a direct official source that confirms Todd Sloan is an active independent candidate in NY-24. Web searches did not find meaningful direct evidence of an AI-related record, so verdict and status should remain unchanged.",Codex,URL,https://www.fec.gov/data/candidate/H6NY24250/,,,,
3784,evidence,1846,mod,"Current row is a generic Wikipedia election page. A direct candidate source is available, and web search did not surface any meaningful AI-related record to justify a verdict or status change.",Codex,Source_Description,NY-25 congressional campaign website (Campaign Website),,,,
3784,evidence,1846,mod,"Current row is a generic Wikipedia election page. A direct candidate source is available, and web search did not surface any meaningful AI-related record to justify a verdict or status change.",Codex,URL,https://sheritatraywick.com/,,,,
3785,evidence,1847,mod,"The current row's description makes an unsupported negative assertion about lacking AI policy and mischaracterizes the source as candidate listings. A direct campaign source is available and better anchors the candidate's publicly stated priorities, but no meaningful AI-specific record or inactive status was found.",Codex,Source_Description,"Campaign priorities outline healthcare, climate, and democracy agenda (Campaign Website)",,,,
3785,evidence,1847,mod,"The current row's description makes an unsupported negative assertion about lacking AI policy and mischaracterizes the source as candidate listings. A direct campaign source is available and better anchors the candidate's publicly stated priorities, but no meaningful AI-specific record or inactive status was found.",Codex,URL,https://robinforus.com/priorities/,,,,
3786,evidence,1848,del,The current Wikipedia row is a generic statewide election page and does not provide useful candidate-specific verification for Cassandra Lin Leach.,Codex,,,,,,
3787,evidence,,add,"A more direct candidate listing source verifies Cassandra Lin Leach's candidacy, and no substantive AI-related record was found to justify a verdict change.",Codex,Candidate_Key,New York|House NY-25|Cassandra Lin Leach,,,,
3787,evidence,,add,"A more direct candidate listing source verifies Cassandra Lin Leach's candidacy, and no substantive AI-related record was found to justify a verdict change.",Codex,Source_Description,"Listed as Democratic NY-25 candidate, FEC H6NY25190 (Green Papers)",,,,
3787,evidence,,add,"A more direct candidate listing source verifies Cassandra Lin Leach's candidacy, and no substantive AI-related record was found to justify a verdict change.",Codex,URL,https://www.thegreenpapers.com/G26/parties.phtml?party=DEM%2CDFL%2CDNL,,,,
3788,evidence,1849,del,The current Wikipedia statewide election page is indirect and weak compared with a direct federal candidate filing source.,Codex,,,,,,
3789,evidence,,add,"No direct AI-related record was found after web search, so replace the weak Wikipedia row with a direct source that verifies the candidate's current federal candidacy.",Codex,Candidate_Key,New York|House NY-25|Virginia McIntyre,,,,
3789,evidence,,add,"No direct AI-related record was found after web search, so replace the weak Wikipedia row with a direct source that verifies the candidate's current federal candidacy.",Codex,Source_Description,FEC candidate filing for NY-25 Republican challenger (FEC),,,,
3789,evidence,,add,"No direct AI-related record was found after web search, so replace the weak Wikipedia row with a direct source that verifies the candidate's current federal candidacy.",Codex,URL,https://www.fec.gov/data/candidate/H6NY25208/,,,,
3790,evidence,1850,mod,"The current Wikipedia election-page row is a weak indirect source. A direct official FEC filing better verifies the candidate's identity and active candidacy. I found no meaningful AI-related record from the campaign site or broader web search, so Verdict and Status should remain unchanged.",Codex,Source_Description,Filed FEC statement of candidacy for NY-25 independent run (FEC),,,,
3790,evidence,1850,mod,"The current Wikipedia election-page row is a weak indirect source. A direct official FEC filing better verifies the candidate's identity and active candidacy. I found no meaningful AI-related record from the campaign site or broader web search, so Verdict and Status should remain unchanged.",Codex,URL,https://docquery.fec.gov/pdf/321/202602099834288321/202602099834288321.pdf,,,,
3791,evidence,1843,del,"The House homepage does not support the negative assertion ""No AI policy or AI regulation position found,"" so this row should be removed.",Codex,,,,,,
3792,evidence,,add,"Official New York State source with a direct Tim Kennedy quote on ethical, accessible AI for public good.",Codex,Candidate_Key,New York|House NY-26|Tim Kennedy,,,,
3792,evidence,,add,"Official New York State source with a direct Tim Kennedy quote on ethical, accessible AI for public good.",Codex,Source_Description,Said Empire AI should make AI benefits ethical and accessible (Governor Website),,,,
3792,evidence,,add,"Official New York State source with a direct Tim Kennedy quote on ethical, accessible AI for public good.",Codex,URL,https://www.governor.ny.gov/news/governor-hochul-launches-first-phase-empire-ai-powering-critical-research-public-good-just-six,,,,
3793,evidence,,add,Direct Kennedy quote supporting a responsible-AI education center serving diverse students.,Codex,Candidate_Key,New York|House NY-26|Tim Kennedy,,,,
3793,evidence,,add,Direct Kennedy quote supporting a responsible-AI education center serving diverse students.,Codex,Source_Description,Backed responsible-AI literacy center for diverse students (Senator Website),,,,
3793,evidence,,add,Direct Kennedy quote supporting a responsible-AI education center serving diverse students.,Codex,URL,https://www.schumer.senate.gov/newsroom/press-releases/schumer-announces-10-million-for-university-at-buffalo-to-establish-new-artificial-intelligence-research-center-to-increase-literacy-rates-for-students-in-western-ny-and-beyond,,,,
3794,evidence,,add,Official House press release showing Kennedy publicly announcing AI-enabled resilience research funding.,Codex,Candidate_Key,New York|House NY-26|Tim Kennedy,,,,
3794,evidence,,add,Official House press release showing Kennedy publicly announcing AI-enabled resilience research funding.,Codex,Source_Description,Announced AI-enabled wind tunnel funding for climate resilience research (House Rep Website),,,,
3794,evidence,,add,Official House press release showing Kennedy publicly announcing AI-enabled resilience research funding.,Codex,URL,https://kennedy.house.gov/news/documentsingle.aspx?DocumentID=1131,,,,
3795,candidates,New York|House NY-26|Tim Kennedy,mod,"Multiple direct sources now show Kennedy has an AI-related record focused on responsible/public-good AI and applied research funding, which is more than no record but not strong enough for a clear pro-safety verdict.",Codex,Verdict,nuanced,,,,
3796,evidence,1841,mod,"The current Wikipedia election-page citation is indirect and weak. An official FEC candidate page directly verifies Gene Douglass's candidacy for NC-02 and is a better replacement. I did not find meaningful direct evidence of an AI-related record, so no Verdict or Status change is supported.",Codex,Source_Description,Federal candidacy filing for NC-02 Republican challenger (FEC),,,,
3796,evidence,1841,mod,"The current Wikipedia election-page citation is indirect and weak. An official FEC candidate page directly verifies Gene Douglass's candidacy for NC-02 and is a better replacement. I did not find meaningful direct evidence of an AI-related record, so no Verdict or Status change is supported.",Codex,URL,https://www.fec.gov/data/candidate/H4NC02135/?cycle=2026,,,,
3797,evidence,1842,del,Generic Wikipedia election page is weaker than direct sources and does not add meaningful AI-related evidence.,Codex,,,,,,
3798,evidence,,add,Replace the Wikipedia row with a direct candidate source for identity and platform context; the site contains no meaningful AI-specific record.,Codex,Candidate_Key,North Carolina|House NC-02|Matt Laszacs,,,,
3798,evidence,,add,Replace the Wikipedia row with a direct candidate source for identity and platform context; the site contains no meaningful AI-specific record.,Codex,Source_Description,Campaign website outlining school choice and deregulation priorities (Campaign Website),,,,
3798,evidence,,add,Replace the Wikipedia row with a direct candidate source for identity and platform context; the site contains no meaningful AI-specific record.,Codex,URL,https://matt4nc.us/,,,,
3799,evidence,,add,Add a more direct 2026 source confirming Laszacs is running for U.S. House in NC-02 while no AI-specific record was found.,Codex,Candidate_Key,North Carolina|House NC-02|Matt Laszacs,,,,
3799,evidence,,add,Add a more direct 2026 source confirming Laszacs is running for U.S. House in NC-02 while no AI-specific record was found.,Codex,Source_Description,WakeLP event page lists Laszacs as U.S. House CD2 candidate (Campaign Website),,,,
3799,evidence,,add,Add a more direct 2026 source confirming Laszacs is running for U.S. House in NC-02 while no AI-specific record was found.,Codex,URL,https://www.shannonbray.us/2026_wakelp_convention,,,,
3800,evidence,1837,del,"Current source is a telehealth press release with no meaningful AI-related content; the description relies on a negative assertion rather than verifiable AI evidence, and stronger direct AI sources are being added.",Codex,,,,,,
3801,evidence,,add,"Congressional hearing transcript provides a direct, candidate-attributable AI statement about human oversight, governance, and outside watchdogs.",Codex,Candidate_Key,North Carolina|House NC-03|Greg Murphy,,,,
3801,evidence,,add,"Congressional hearing transcript provides a direct, candidate-attributable AI statement about human oversight, governance, and outside watchdogs.",Codex,Source_Description,"Urged AI guardrails, human oversight, and outside watchdogs (Congress.gov)",,,,
3801,evidence,,add,"Congressional hearing transcript provides a direct, candidate-attributable AI statement about human oversight, governance, and outside watchdogs.",Codex,URL,https://www.congress.gov/event/118th-congress/house-event/116707/text,,,,
3802,evidence,,add,"Official House press release shows Murphy backing AI-related defense provisions, giving a second direct signal beyond rhetoric alone.",Codex,Candidate_Key,North Carolina|House NC-03|Greg Murphy,,,,
3802,evidence,,add,"Official House press release shows Murphy backing AI-related defense provisions, giving a second direct signal beyond rhetoric alone.",Codex,Source_Description,Backed FY25 NDAA AI defense planning and U.S.-Israel AI collaboration (House Rep Website),,,,
3802,evidence,,add,"Official House press release shows Murphy backing AI-related defense provisions, giving a second direct signal beyond rhetoric alone.",Codex,URL,https://murphy.house.gov/media/press-releases/murphy-applauds-passage-fy25-national-defense-authorization-act-0,,,,
3803,candidates,North Carolina|House NC-03|Greg Murphy,mod,"After replacing the irrelevant telehealth row, the candidate has multiple direct AI-related signals: support for AI guardrails and human oversight in House operations, plus support for AI-related defense provisions. That is enough to move from no_record to a mixed but meaningful record.",Codex,Verdict,nuanced,,,,
3804,evidence,1838,mod,"The current evidence row uses a weak description with a negative assertion and appears to point to a non-working ABC11 URL. A working deeper ABC11 entry directly supports the candidate's March 2026 primary win, but no meaningful AI-related record was found from campaign, legislative, or interview sources, so only the evidence row should be cleaned up.",Codex,Source_Description,Won the 2026 NC-03 Democratic primary (ABC11),,,,
3804,evidence,1838,mod,"The current evidence row uses a weak description with a negative assertion and appears to point to a non-working ABC11 URL. A working deeper ABC11 entry directly supports the candidate's March 2026 primary win, but no meaningful AI-related record was found from campaign, legislative, or interview sources, so only the evidence row should be cleaned up.",Codex,URL,https://abc11.com/live-updates/live-updates-north-carolina-2026-primary-election-day-is-underway/18670953/entry/18674311/,,,,
3805,evidence,1839,mod,The current row relies on a non-official aggregator and includes an unsupported negative assertion about AI policy. An official NCSBE candidate list directly verifies Cavender's current candidacy and supports a neutral identity-only description.,Codex,Source_Description,Listed as Libertarian candidate for U.S. House NC-03 (NCSBE),,,,
3805,evidence,1839,mod,The current row relies on a non-official aggregator and includes an unsupported negative assertion about AI policy. An official NCSBE candidate list directly verifies Cavender's current candidacy and supports a neutral identity-only description.,Codex,URL,https://s3.amazonaws.com/dl.ncsbe.gov/Elections/2026/Candidate%20Filing/2026_general_candidate_list_by_contest.pdf,,,,
3806,evidence,1835,mod,"The current Wikipedia election page is an indirect source and provides no candidate-specific AI record. The candidate's own campaign issues page is a better direct source for identity and general platform, but it still does not show a meaningful AI policy record, so Verdict and Status should remain unchanged.",Codex,Source_Description,Campaign issues page outlining general policy priorities (Campaign Website),,,,
3806,evidence,1835,mod,"The current Wikipedia election page is an indirect source and provides no candidate-specific AI record. The candidate's own campaign issues page is a better direct source for identity and general platform, but it still does not show a meaningful AI policy record, so Verdict and Status should remain unchanged.",Codex,URL,https://maxforcongress.com/issues,,,,
3807,evidence,1836,mod,"Replace the generic Wikipedia election page with a direct official source confirming Guy Meilleur's candidacy. I found no direct AI-related statements, votes, bills, interviews, or press releases that justify changing the verdict from no_record, and no indication he is out of the race.",Codex,Source_Description,Filed as Libertarian candidate for U.S. House District 4 (Wake BOE),,,,
3807,evidence,1836,mod,"Replace the generic Wikipedia election page with a direct official source confirming Guy Meilleur's candidacy. I found no direct AI-related statements, votes, bills, interviews, or press releases that justify changing the verdict from no_record, and no indication he is out of the race.",Codex,URL,https://s3.us-west-1.amazonaws.com/wakegov.com.if-us-west-1/s3fs-public/documents/2025-12/2026%20march%20candidate%20list_13.pdf,,,,
3808,evidence,1831,mod,"The current House homepage verifies identity and office, but it does not support the negative claim that no AI position was found. Replace it with a neutral source label.",Codex,Source_Description,Official House website (House Rep Website),,,,
3809,evidence,,add,"Official House committee source directly attributes an AI-related statement to Foxx about federal deployment, productivity, and U.S. dominance in AI.",Codex,Candidate_Key,North Carolina|House NC-05|Virginia Foxx,,,,
3809,evidence,,add,"Official House committee source directly attributes an AI-related statement to Foxx about federal deployment, productivity, and U.S. dominance in AI.",Codex,Source_Description,Backed AI to boost federal productivity and maintain U.S. dominance (House Committee Website),,,,
3809,evidence,,add,"Official House committee source directly attributes an AI-related statement to Foxx about federal deployment, productivity, and U.S. dominance in AI.",Codex,URL,https://oversight.house.gov/release/wrap-up-congress-must-ensure-the-federal-government-has-tools-to-deploy-artificial-intelligence-effectively-and-efficiently/,,,,
3810,evidence,,add,"Official House newsletter shows Foxx warning constituents about AI-enabled scams, which is relevant but still weak for overall stance scoring.",Codex,Candidate_Key,North Carolina|House NC-05|Virginia Foxx,,,,
3810,evidence,,add,"Official House newsletter shows Foxx warning constituents about AI-enabled scams, which is relevant but still weak for overall stance scoring.",Codex,Source_Description,Warned constituents about rising AI-enabled holiday scams (House Rep Website),,,,
3810,evidence,,add,"Official House newsletter shows Foxx warning constituents about AI-enabled scams, which is relevant but still weak for overall stance scoring.",Codex,URL,https://foxx.house.gov/news/email/show.aspx?ID=ZJBPWOTQTJALIBOMDDUW3NOWWY,,,,
3811,evidence,1832,mod,"The current row uses an AP primary-win article and includes a negative assertion about missing AI policy. I found no direct AI-related record after searching campaign, FEC, and web sources. A direct official source is better here, and the description should be neutral rather than stating that no AI position was found.",Codex,Source_Description,FEC lists him as Democratic House candidate in NC-05 (FEC),,,,
3811,evidence,1832,mod,"The current row uses an AP primary-win article and includes a negative assertion about missing AI policy. I found no direct AI-related record after searching campaign, FEC, and web sources. A direct official source is better here, and the description should be neutral rather than stating that no AI position was found.",Codex,URL,https://www.fec.gov/data/candidate/H4NC05294/,,,,
3812,evidence,1828,del,"This House press release is weak and potentially misleading as AI-record evidence. It praises a student's AI-powered app in the Congressional App Challenge but does not show McDowell taking an AI policy, governance, or legislative position. A stronger direct AI-related source is being added in the same batch.",Codex,,,,,,
3813,evidence,,add,"Congress.gov directly shows McDowell cosponsoring H.R. 7058, and the bill title itself specifies a concrete AI-related national-security action: State Department assessments of foreign adversaries' malicious use of generative AI.",Codex,Candidate_Key,North Carolina|House NC-06|Addison McDowell,,,,
3813,evidence,,add,"Congress.gov directly shows McDowell cosponsoring H.R. 7058, and the bill title itself specifies a concrete AI-related national-security action: State Department assessments of foreign adversaries' malicious use of generative AI.",Codex,Source_Description,Cosponsored bill requiring State Department assessments of foreign-adversary generative AI threats (Congress.gov),,,,
3813,evidence,,add,"Congress.gov directly shows McDowell cosponsoring H.R. 7058, and the bill title itself specifies a concrete AI-related national-security action: State Department assessments of foreign adversaries' malicious use of generative AI.",Codex,URL,https://www.congress.gov/bill/119th-congress/house-bill/7058/cosponsors,,,,
3814,evidence,1829,mod,"The current Wikipedia election page is a weak indirect source. A direct AP report better supports Jefferson's current nominee status, and no meaningful AI-related record was found from campaign, interview, debate, or official sources.",Codex,Source_Description,Won Democratic nomination for North Carolina's 6th District (AP),,,,
3814,evidence,1829,mod,"The current Wikipedia election page is a weak indirect source. A direct AP report better supports Jefferson's current nominee status, and no meaningful AI-related record was found from campaign, interview, debate, or official sources.",Codex,URL,https://www.wbal.com/cyril-jefferson-wins-democratic-nomination-for-u-s-house-in-north-carolinas-6th-congressional-district,,,,
3815,evidence,1830,mod,Replace the generic Wikipedia election page with a direct official filing source that verifies Hager’s candidacy.,Codex,Source_Description,Filed for NC-06 as unaffiliated candidate (FEC),,,,
3815,evidence,1830,mod,Replace the generic Wikipedia election page with a direct official filing source that verifies Hager’s candidacy.,Codex,URL,https://www.fec.gov/data/candidate/H6NC06149/,,,,
3816,evidence,,add,"Add the closest direct tech-governance statement found on Hager’s campaign site; it is privacy/surveillance-related rather than clearly AI-specific, so it supports keeping the verdict unchanged.",Codex,Candidate_Key,North Carolina|House NC-06|Josh Hager,,,,
3816,evidence,,add,"Add the closest direct tech-governance statement found on Hager’s campaign site; it is privacy/surveillance-related rather than clearly AI-specific, so it supports keeping the verdict unchanged.",Codex,Source_Description,Opposes federal data aggregation via Palantir Foundry (Campaign Website),,,,
3816,evidence,,add,"Add the closest direct tech-governance statement found on Hager’s campaign site; it is privacy/surveillance-related rather than clearly AI-specific, so it supports keeping the verdict unchanged.",Codex,URL,https://www.joshforcongressnc.com/issues.html,,,,
3817,evidence,1825,mod,"The current Wikipedia election page is a weaker identity/status source than the official North Carolina State Board of Elections general candidate list, which directly lists Rouzer in the 2026 general election for NC-07.",Codex,Source_Description,Listed on North Carolina's 2026 general-election ballot (NCSBE),,,,
3817,evidence,1825,mod,"The current Wikipedia election page is a weaker identity/status source than the official North Carolina State Board of Elections general candidate list, which directly lists Rouzer in the 2026 general election for NC-07.",Codex,URL,https://s3.amazonaws.com/dl.ncsbe.gov/Elections/2026/Candidate%20Filing/2026_general_candidate_list_by_contest_federal_and_state.pdf,,,,
3818,evidence,,add,Rouzer's official House newsletter directly says he supports AI workforce development and reducing regulatory barriers in discussing the Trump administration's AI Action Plan.,Codex,Candidate_Key,North Carolina|House NC-07|David Rouzer,,,,
3818,evidence,,add,Rouzer's official House newsletter directly says he supports AI workforce development and reducing regulatory barriers in discussing the Trump administration's AI Action Plan.,Codex,Source_Description,Backed AI workforce development and lower regulatory barriers (House Rep Website),,,,
3818,evidence,,add,Rouzer's official House newsletter directly says he supports AI workforce development and reducing regulatory barriers in discussing the Trump administration's AI Action Plan.,Codex,URL,https://rouzer.house.gov/news/email/show.aspx?ID=4G4NSSHW7YYRPPKXM4LV6U2TWQ,,,,
3819,evidence,,add,Rouzer's official House newsletter directly references his question at an AI hearing about using AI to accelerate reviews without sacrificing safety.,Codex,Candidate_Key,North Carolina|House NC-07|David Rouzer,,,,
3819,evidence,,add,Rouzer's official House newsletter directly references his question at an AI hearing about using AI to accelerate reviews without sacrificing safety.,Codex,Source_Description,Asked if AI can speed reviews without reducing safety (House Rep Website),,,,
3819,evidence,,add,Rouzer's official House newsletter directly references his question at an AI hearing about using AI to accelerate reviews without sacrificing safety.,Codex,URL,https://rouzer.house.gov/news/email/show.aspx?ID=4V4RN6GYSZ4YRMUORJLUS4ID3M,,,,
3820,evidence,,add,The House Clerk roll call page is a direct official source showing Rouzer voted yes on the AI for Main Street Act.,Codex,Candidate_Key,North Carolina|House NC-07|David Rouzer,,,,
3820,evidence,,add,The House Clerk roll call page is a direct official source showing Rouzer voted yes on the AI for Main Street Act.,Codex,Source_Description,Voted for the AI for Main Street Act (House Clerk),,,,
